Letter_ID,Letter_Type,AI_Drafted,AI_Draft_Word_Count,Edits_Required_Count,Reviewer_Time_Minutes,Letter_Approval_Status,Readability_Score,Tone_Alignment_Score,Error_Flag,Claim_Complexity_Index,Model_Confidence_Score,Reviewer_Satisfaction_Score,Revisions_Approved_on_First_Pass
LET-2025-00269,Status Update,True,221.3,2,18.2,1,69.0,80.4,False,0.5,0.7,82.0,False
LET-2025-00270,Denial,True,391.2,2,20.5,1,69.5,82.5,False,0.2,0.7,82.7,False
LET-2025-00271,Approval,True,252.7,0,13.1,1,68.6,85.3,False,0.2,0.8,84.6,True
LET-2025-00272,Approval,True,282.3,3,24.3,1,59.8,80.4,False,0.4,0.6,81.4,False
LET-2025-00273,Approval,False,0.0,1,24.6,1,68.1,84.0,False,0.2,0.0,86.6,True
LET-2025-00274,RFI,True,352.4,3,27.7,1,65.8,82.4,False,0.4,0.6,78.3,False
LET-2025-00275,RFI,True,366.2,1,23.4,1,60.4,81.9,False,0.1,0.8,78.9,True
LET-2025-00276,Denial,True,401.9,2,25.8,1,63.9,82.5,False,0.1,0.7,79.6,False
LET-2025-00277,Approval,True,356.0,0,8.5,0,72.7,84.5,False,0.2,0.7,84.5,False
LET-2025-00278,RFI,False,0.0,5,40.4,1,73.8,83.1,False,0.3,0.0,75.0,False
LET-2025-00279,Approval,True,276.5,2,16.6,0,70.6,82.1,True,0.4,0.7,76.6,False
LET-2025-00280,Denial,True,340.9,2,19.9,1,76.0,83.4,False,0.0,0.8,84.4,False
LET-2025-00281,Denial,False,0.0,5,38.7,1,77.2,83.3,False,0.3,0.0,74.5,False
LET-2025-00282,Approval,True,206.3,0,17.0,1,66.1,80.9,False,0.4,0.7,78.5,True
LET-2025-00283,RFI,True,440.4,1,37.0,0,70.9,78.0,False,0.7,0.6,75.8,False
LET-2025-00284,Approval,True,253.9,1,17.0,1,64.5,83.7,False,0.3,0.6,79.0,True
LET-2025-00285,Approval,True,244.7,1,17.0,1,70.8,85.5,False,0.1,0.9,88.5,True
LET-2025-00286,Status Update,False,0.0,4,19.6,1,71.8,84.3,False,0.1,0.0,90.8,False
LET-2025-00287,Approval,False,0.0,2,27.4,1,58.7,78.3,False,0.7,0.0,75.5,False
LET-2025-00288,Denial,True,418.0,3,25.0,1,81.5,81.2,False,0.3,0.7,79.3,False
LET-2025-00289,Approval,False,0.0,4,29.7,1,74.7,82.1,False,0.3,0.0,80.7,False
LET-2025-00290,Denial,True,410.5,1,29.1,1,66.6,82.5,False,0.4,0.7,78.8,True
LET-2025-00291,Approval,True,321.5,1,15.9,1,77.1,82.1,False,0.3,0.7,81.6,True
LET-2025-00292,Status Update,True,225.6,2,17.2,1,72.0,81.6,False,0.4,0.7,79.1,False
LET-2025-00293,Approval,True,357.7,2,20.7,1,66.4,81.0,False,0.6,0.7,78.3,False
LET-2025-00294,Denial,True,419.2,3,29.1,1,71.4,83.3,False,0.3,0.6,81.9,False
LET-2025-00295,Denial,False,0.0,5,38.0,1,76.1,84.2,False,0.1,0.0,81.6,False
LET-2025-00296,Denial,True,386.4,1,27.3,1,70.7,81.2,False,0.5,0.8,77.6,True
LET-2025-00297,Approval,True,229.1,1,19.0,0,76.1,84.3,False,0.3,0.7,84.4,False
LET-2025-00298,Denial,False,0.0,1,39.5,1,73.0,81.2,False,0.4,0.0,75.6,True
LET-2025-00299,Denial,True,497.2,7,46.9,1,72.5,76.7,False,0.8,0.6,70.6,False
LET-2025-00300,Approval,True,282.1,0,18.1,1,78.2,81.9,False,0.4,0.8,85.1,True
LET-2025-00301,Denial,True,435.2,3,29.3,1,71.4,85.1,False,0.1,0.7,83.9,False
LET-2025-00302,RFI,True,349.0,5,19.3,1,76.1,83.5,False,0.1,0.8,80.6,False
LET-2025-00303,RFI,True,447.8,2,28.9,1,70.2,82.1,False,0.3,0.6,82.1,False
LET-2025-00304,Approval,False,0.0,4,26.5,1,67.8,85.1,False,0.3,0.0,84.3,False
LET-2025-00305,Status Update,False,0.0,0,15.5,1,64.6,85.3,False,0.1,0.0,84.1,True
LET-2025-00306,Denial,True,392.1,2,32.9,1,60.9,81.3,False,0.4,0.7,76.2,False
LET-2025-00307,Denial,True,502.0,4,40.7,1,62.0,78.5,False,0.8,0.7,75.5,False
LET-2025-00308,Status Update,True,235.8,1,19.7,1,63.1,81.9,False,0.5,0.7,80.4,True
LET-2025-00309,Denial,True,383.7,4,29.1,1,66.6,82.1,False,0.3,0.7,79.4,False
LET-2025-00310,RFI,False,0.0,2,31.5,1,57.5,81.6,False,0.3,0.0,79.1,False
LET-2025-00311,Approval,False,0.0,2,20.7,0,74.2,81.6,False,0.4,0.0,78.6,False
LET-2025-00312,RFI,True,418.1,2,31.6,1,71.0,81.7,False,0.5,0.6,78.5,False
LET-2025-00313,Status Update,False,0.0,1,18.5,1,68.7,81.0,True,0.5,0.0,80.6,True
LET-2025-00314,Approval,True,338.2,0,17.5,1,69.6,82.3,False,0.4,0.8,83.0,True
LET-2025-00315,Denial,True,534.0,6,38.2,0,75.4,80.5,False,0.6,0.8,70.8,False
LET-2025-00316,Denial,True,463.5,1,26.3,1,78.0,84.3,False,0.2,0.8,82.1,True
LET-2025-00317,RFI,True,482.2,5,39.0,0,63.4,78.1,False,0.7,0.6,73.0,False
LET-2025-00318,Denial,True,308.2,4,24.1,1,67.0,84.8,False,0.3,0.7,85.8,False
LET-2025-00319,Denial,True,460.5,6,41.9,1,66.4,79.7,False,0.6,0.6,75.9,False
LET-2025-00320,Denial,False,0.0,0,32.7,1,66.8,82.6,False,0.3,0.0,77.7,True
LET-2025-00321,Approval,True,265.9,1,14.1,1,67.2,86.1,False,0.1,0.8,84.4,True
LET-2025-00322,Status Update,True,215.0,1,15.1,1,65.8,78.7,False,0.6,0.8,76.9,True
LET-2025-00323,Denial,True,454.4,3,23.5,1,69.8,82.8,False,0.3,0.8,81.9,False
LET-2025-00324,Approval,True,285.0,1,18.7,1,73.8,81.6,False,0.3,0.6,81.0,True
LET-2025-00325,Denial,True,294.2,5,38.3,1,62.9,81.2,False,0.5,0.8,81.9,False
LET-2025-00326,Denial,True,337.6,3,26.2,1,66.5,82.9,False,0.3,0.7,77.0,False
LET-2025-00327,Approval,False,0.0,5,35.0,1,64.0,77.2,False,0.6,0.0,77.5,False
LET-2025-00328,RFI,False,0.0,1,39.9,1,58.8,81.1,False,0.6,0.0,79.4,True
LET-2025-00329,Approval,True,287.5,4,15.1,1,72.2,84.1,False,0.2,0.7,86.3,False
LET-2025-00330,Denial,False,0.0,0,38.8,1,73.0,82.8,False,0.4,0.0,77.5,True
LET-2025-00331,Denial,False,0.0,1,38.0,1,65.8,81.5,True,0.5,0.0,73.6,True
LET-2025-00332,Denial,False,0.0,4,36.7,1,79.7,82.1,False,0.4,0.0,79.2,False
LET-2025-00333,RFI,True,471.5,4,35.5,0,69.2,79.6,False,0.7,0.6,73.2,False
LET-2025-00334,Approval,False,0.0,1,21.2,1,62.8,81.9,False,0.4,0.0,82.4,True
LET-2025-00335,Approval,True,238.9,0,18.0,1,79.0,84.7,False,0.2,0.9,86.5,True
LET-2025-00336,Denial,True,526.7,4,31.4,1,69.7,84.0,False,0.3,0.7,81.0,False
LET-2025-00337,Approval,True,311.3,0,16.6,1,73.2,83.5,False,0.1,0.9,78.2,True
LET-2025-00338,Denial,False,0.0,3,36.0,1,74.1,81.8,False,0.3,0.0,81.7,False
LET-2025-00339,Approval,True,281.6,1,15.0,1,71.7,81.4,False,0.5,0.8,82.7,True
LET-2025-00340,Approval,True,264.0,3,15.5,1,64.5,83.3,False,0.2,0.8,85.3,False
LET-2025-00341,Approval,False,0.0,1,26.7,1,69.3,81.8,False,0.5,0.0,80.3,True
LET-2025-00342,Denial,True,364.9,3,43.0,1,57.2,79.8,False,0.8,0.7,80.8,False
LET-2025-00343,RFI,True,382.1,1,28.9,1,68.8,80.9,False,0.5,0.6,79.7,True
LET-2025-00344,Approval,True,242.2,0,9.2,0,71.3,83.8,False,0.2,0.8,85.5,False
LET-2025-00345,Approval,False,0.0,1,22.5,1,68.1,85.8,False,0.0,0.0,84.0,True
LET-2025-00346,RFI,True,383.3,4,31.5,1,67.0,82.4,False,0.4,0.6,74.4,False
LET-2025-00347,RFI,True,337.0,1,28.1,0,70.1,82.4,False,0.3,0.8,82.9,False
LET-2025-00348,Denial,True,477.5,2,34.8,1,70.0,80.5,False,0.5,0.6,77.7,False
LET-2025-00349,Approval,True,278.0,0,15.5,1,77.4,83.2,False,0.3,0.7,83.5,True
LET-2025-00350,Denial,True,441.4,1,31.9,1,76.8,82.8,False,0.4,0.7,83.3,True
LET-2025-00351,Approval,False,0.0,0,23.0,1,63.0,84.3,False,0.2,0.0,87.6,True
LET-2025-00352,RFI,True,412.8,4,33.7,1,70.0,78.9,False,0.7,0.6,78.5,False
LET-2025-00353,Approval,False,0.0,2,22.3,1,66.4,81.8,False,0.4,0.0,80.5,False
LET-2025-00354,Denial,False,0.0,3,46.8,0,69.5,80.5,False,0.7,0.0,75.1,False
LET-2025-00355,Status Update,True,234.9,0,11.4,0,73.1,82.1,False,0.3,0.9,77.5,False
LET-2025-00356,Approval,False,0.0,1,23.7,1,79.5,86.3,False,0.1,0.0,85.4,True
LET-2025-00357,Approval,True,308.5,2,22.7,1,69.1,84.2,False,0.2,0.7,83.7,False
LET-2025-00358,RFI,True,501.1,2,40.3,1,65.9,76.1,False,0.9,0.6,69.6,False
LET-2025-00359,Denial,False,0.0,4,39.2,1,69.2,82.3,False,0.3,0.0,80.4,False
LET-2025-00360,Approval,False,0.0,0,18.6,1,67.7,86.2,False,0.1,0.0,87.2,True
LET-2025-00361,Status Update,False,0.0,5,27.6,1,60.5,80.3,False,0.8,0.0,77.9,False
LET-2025-00362,Denial,False,0.0,2,39.3,1,70.3,80.5,False,0.6,0.0,77.5,False
LET-2025-00363,RFI,True,333.8,0,24.3,1,70.2,84.5,False,0.1,0.8,87.8,True
LET-2025-00364,RFI,True,420.5,4,23.2,1,62.8,83.5,False,0.3,0.7,85.6,False
LET-2025-00365,RFI,False,0.0,4,33.9,1,72.4,84.3,False,0.2,0.0,83.5,False
LET-2025-00366,Approval,True,303.4,1,22.4,1,74.6,81.1,False,0.6,0.7,78.5,True
LET-2025-00367,RFI,False,0.0,3,43.9,1,61.9,78.7,False,0.7,0.0,74.2,False
LET-2025-00368,Approval,False,0.0,2,37.4,1,73.2,79.4,False,0.7,0.0,80.8,False
LET-2025-00369,Status Update,True,257.5,0,19.2,1,70.2,77.0,False,0.8,0.7,74.4,True
LET-2025-00370,Denial,True,417.1,3,29.5,0,69.2,84.8,False,0.2,0.7,83.4,False
LET-2025-00371,Approval,True,312.2,1,21.4,1,76.0,82.8,False,0.5,0.6,86.8,True
LET-2025-00372,Status Update,False,0.0,1,21.4,0,73.0,75.7,False,0.8,0.0,77.6,False
LET-2025-00373,Denial,False,0.0,4,44.4,1,59.2,84.5,False,0.4,0.0,80.4,False
LET-2025-00374,Approval,False,0.0,3,26.5,1,69.1,81.9,False,0.5,0.0,79.0,False
LET-2025-00375,Approval,True,323.4,0,12.2,1,72.6,81.6,False,0.3,0.8,81.9,True
LET-2025-00376,Denial,True,486.0,5,33.0,1,70.8,80.0,False,0.5,0.8,76.9,False
LET-2025-00377,RFI,True,387.5,2,29.1,1,72.6,83.2,False,0.4,0.8,84.3,False
LET-2025-00378,Approval,False,0.0,3,27.2,1,63.1,82.0,False,0.4,0.0,82.4,False
LET-2025-00379,Approval,True,293.6,1,13.3,1,66.9,84.4,False,0.2,0.8,84.4,True
LET-2025-00380,RFI,True,420.7,3,27.1,1,61.2,84.0,False,0.3,0.7,83.6,False
LET-2025-00381,Approval,True,220.8,1,10.8,1,69.2,85.0,False,0.0,0.9,86.4,True
LET-2025-00382,Status Update,True,235.8,1,13.7,1,86.1,86.0,False,0.2,0.7,87.8,True
LET-2025-00383,Denial,True,397.0,1,23.2,1,71.4,83.4,False,0.2,0.7,82.5,True
LET-2025-00384,Denial,False,0.0,5,44.9,1,70.0,82.3,False,0.4,0.0,76.8,False
LET-2025-00385,Approval,False,0.0,3,31.2,1,66.6,80.6,False,0.7,0.0,80.0,False
LET-2025-00386,RFI,True,393.4,3,21.2,1,77.6,84.7,False,0.2,0.6,86.0,False
LET-2025-00387,Approval,True,319.8,0,13.8,1,64.0,84.6,False,0.2,0.8,85.2,True
LET-2025-00388,Approval,True,269.5,0,19.6,1,68.8,80.7,False,0.4,0.8,78.1,True
LET-2025-00389,Denial,False,0.0,4,50.3,1,72.4,77.9,False,0.7,0.0,74.2,False
LET-2025-00390,Status Update,False,0.0,0,17.6,1,66.3,86.7,False,0.1,0.0,87.3,True
LET-2025-00391,Denial,False,0.0,0,32.1,1,82.9,84.8,False,0.1,0.0,84.2,True
LET-2025-00392,RFI,False,0.0,2,49.0,1,62.4,79.3,False,0.9,0.0,74.9,False
LET-2025-00393,Denial,True,365.3,2,24.9,1,75.6,80.7,False,0.4,0.7,78.8,False
LET-2025-00394,Approval,False,0.0,3,27.0,1,65.5,80.0,False,0.5,0.0,78.3,False
LET-2025-00395,Status Update,True,235.4,2,17.9,1,66.7,81.9,False,0.5,0.8,80.6,False
LET-2025-00396,Approval,True,355.4,3,20.2,1,59.6,78.6,False,0.6,0.5,75.3,False
LET-2025-00397,Approval,True,298.1,1,20.8,0,74.7,79.2,False,0.6,0.7,77.2,False
LET-2025-00398,RFI,True,398.3,4,27.8,0,65.0,81.6,False,0.4,0.6,78.3,False
LET-2025-00399,Approval,True,239.0,4,24.8,1,65.7,79.7,False,0.6,0.6,79.9,False
LET-2025-00400,Status Update,False,0.0,2,19.4,1,66.9,81.0,False,0.5,0.0,78.2,False
LET-2025-00401,RFI,True,365.3,3,39.2,1,64.7,78.1,False,0.7,0.6,77.9,False
LET-2025-00402,Approval,False,0.0,0,23.8,1,70.5,81.6,False,0.4,0.0,83.4,True
LET-2025-00403,Approval,False,0.0,0,30.0,1,64.2,78.3,False,0.8,0.0,75.0,True
LET-2025-00404,Approval,False,0.0,4,31.8,0,69.6,80.4,False,0.5,0.0,77.2,False
LET-2025-00405,RFI,False,0.0,2,33.4,1,79.3,87.4,False,0.1,0.0,83.8,False
LET-2025-00406,Approval,False,0.0,0,26.1,1,82.2,79.2,False,0.5,0.0,76.9,True
LET-2025-00407,Denial,True,391.4,5,28.6,1,71.9,80.5,False,0.6,0.6,79.9,False
LET-2025-00408,Denial,True,337.9,3,28.7,1,61.6,82.2,False,0.3,0.7,79.7,False
LET-2025-00409,RFI,True,307.7,1,29.4,1,71.9,81.3,False,0.5,0.7,80.2,True
LET-2025-00410,RFI,True,243.9,0,15.4,1,73.2,83.9,False,0.0,0.8,82.7,True
LET-2025-00411,Status Update,True,194.4,1,14.8,1,67.3,81.3,False,0.4,0.7,83.3,True
LET-2025-00412,RFI,False,0.0,3,38.1,1,68.8,80.9,False,0.3,0.0,75.0,False
LET-2025-00413,Approval,False,0.0,1,21.3,1,67.7,83.4,False,0.2,0.0,85.7,True
LET-2025-00414,Approval,True,276.4,0,16.3,0,72.2,81.9,False,0.3,0.8,87.9,False
LET-2025-00415,Approval,False,0.0,2,24.7,1,57.0,81.5,False,0.6,0.0,86.7,False
LET-2025-00416,Approval,False,0.0,1,23.5,1,71.1,84.2,False,0.3,0.0,83.4,True
LET-2025-00417,Denial,False,0.0,3,37.4,1,65.7,82.7,False,0.1,0.0,81.5,False
LET-2025-00418,Approval,True,283.8,0,14.3,1,72.6,83.9,False,0.1,0.8,80.2,True
LET-2025-00419,RFI,True,483.0,1,18.8,1,63.2,84.9,False,0.1,0.7,84.3,True
LET-2025-00420,Approval,True,382.6,1,17.3,0,68.7,79.5,False,0.7,0.6,73.7,False
LET-2025-00421,RFI,True,440.2,1,18.3,1,68.8,85.8,False,0.1,0.8,86.4,True
LET-2025-00422,Status Update,False,0.0,1,17.3,1,72.6,79.9,False,0.5,0.0,76.5,True
LET-2025-00423,Denial,True,360.8,2,29.3,1,70.1,84.6,False,0.1,0.6,85.1,False
LET-2025-00424,Status Update,False,0.0,4,32.1,1,66.9,77.1,False,0.8,0.0,72.1,False
LET-2025-00425,Approval,True,338.8,2,23.1,1,68.8,80.4,False,0.5,0.7,79.6,False
LET-2025-00426,Denial,False,0.0,4,45.1,1,66.9,81.2,False,0.4,0.0,83.1,False
LET-2025-00427,Approval,False,0.0,3,31.3,1,68.6,78.6,False,0.8,0.0,76.1,False
LET-2025-00428,Denial,True,460.4,2,30.4,1,61.3,83.3,False,0.5,0.7,80.9,False
LET-2025-00429,Approval,True,306.1,4,24.6,1,79.5,82.1,False,0.5,0.8,81.9,False
LET-2025-00430,RFI,False,0.0,4,40.6,1,64.5,80.1,False,0.5,0.0,75.1,False
LET-2025-00431,Approval,True,319.8,4,26.1,1,67.2,78.3,False,0.6,0.5,78.4,False
LET-2025-00432,Denial,False,0.0,2,43.1,1,68.7,78.0,False,0.6,0.0,75.9,False
LET-2025-00433,RFI,True,486.1,5,44.3,1,70.6,77.3,False,1.0,0.5,78.9,False
LET-2025-00434,Approval,True,270.3,1,21.2,1,71.7,80.9,False,0.5,0.6,81.3,True
LET-2025-00435,Approval,False,0.0,4,38.5,1,63.1,79.0,False,0.7,0.0,74.5,False
LET-2025-00436,RFI,True,336.8,3,23.7,1,63.8,83.1,True,0.3,0.7,79.3,False
LET-2025-00437,Approval,True,411.9,1,24.8,1,61.1,75.9,False,0.9,0.6,73.6,True
LET-2025-00438,Status Update,True,190.2,0,13.8,1,70.8,83.0,False,0.4,0.7,84.5,True
LET-2025-00439,Approval,False,0.0,2,30.8,1,59.0,78.1,False,0.7,0.0,76.7,False
LET-2025-00440,Approval,True,308.3,0,14.1,0,77.0,81.5,False,0.3,0.8,82.9,False
LET-2025-00441,Approval,True,286.5,4,24.1,0,62.2,78.0,False,0.7,0.5,70.5,False
LET-2025-00442,Denial,True,530.3,3,32.4,0,65.2,78.0,False,0.7,0.5,76.0,False
LET-2025-00443,RFI,True,358.7,3,26.8,1,71.4,83.3,False,0.4,0.8,81.8,False
LET-2025-00444,RFI,True,412.2,5,25.8,0,66.7,81.3,False,0.4,0.7,81.2,False
LET-2025-00445,Approval,False,0.0,3,23.5,1,70.6,82.3,False,0.3,0.0,79.8,False
LET-2025-00446,Approval,True,268.8,0,15.5,1,69.6,80.0,False,0.6,0.5,78.0,True
LET-2025-00447,Approval,False,0.0,3,28.4,1,69.1,80.9,False,0.4,0.0,81.4,False
LET-2025-00448,Approval,False,0.0,1,27.9,1,67.1,80.1,False,0.5,0.0,79.8,True
LET-2025-00449,Approval,True,284.9,1,13.2,1,75.2,82.6,False,0.3,0.7,84.6,True
LET-2025-00450,Denial,True,535.5,3,40.6,1,65.8,77.3,False,0.8,0.7,71.5,False
LET-2025-00451,RFI,True,429.2,4,29.8,1,66.8,79.5,False,0.4,0.6,81.7,False
LET-2025-00452,Denial,True,402.9,0,20.1,1,75.5,84.8,False,0.1,0.9,83.2,True
LET-2025-00453,RFI,True,402.5,3,23.7,1,75.6,82.0,False,0.3,0.8,81.5,False
LET-2025-00454,Denial,False,0.0,1,41.5,1,62.8,79.7,False,0.6,0.0,74.3,True
LET-2025-00455,Approval,False,0.0,0,18.1,1,75.3,84.2,False,0.1,0.0,83.2,True
LET-2025-00456,Approval,False,0.0,2,24.7,1,68.9,83.9,False,0.3,0.0,81.8,False
LET-2025-00457,Approval,True,252.8,2,23.4,1,74.7,81.8,False,0.5,0.7,79.6,False
LET-2025-00458,RFI,False,0.0,3,46.7,1,66.7,80.3,False,0.7,0.0,73.7,False
LET-2025-00459,Approval,False,0.0,3,32.7,1,71.4,79.7,False,0.6,0.0,77.4,False
LET-2025-00460,RFI,True,445.5,0,30.1,1,64.3,78.4,True,0.8,0.7,69.6,True
LET-2025-00461,RFI,True,381.1,5,33.5,1,77.9,80.0,False,0.6,0.8,75.2,False
LET-2025-00462,Approval,True,276.1,2,18.6,1,75.7,83.4,False,0.3,0.8,84.8,False
LET-2025-00463,Approval,True,258.0,2,15.4,1,70.1,81.1,False,0.4,0.6,78.6,False
LET-2025-00464,RFI,False,0.0,1,34.6,1,62.3,83.4,False,0.3,0.0,82.9,True
LET-2025-00465,RFI,True,440.2,1,15.8,1,76.0,83.8,True,0.2,0.7,77.0,True
LET-2025-00466,RFI,False,0.0,4,39.4,1,75.0,79.7,False,0.6,0.0,79.0,False
LET-2025-00467,Approval,True,219.7,3,17.8,0,64.4,83.2,False,0.3,0.9,82.3,False
LET-2025-00468,Denial,True,361.6,5,31.2,1,79.6,82.6,False,0.4,0.8,77.7,False
LET-2025-00469,Approval,True,345.6,1,11.6,1,53.5,84.5,False,0.1,0.8,84.9,True
LET-2025-00470,Denial,True,339.3,0,16.5,1,64.7,85.4,False,0.1,0.6,85.2,True
LET-2025-00471,RFI,True,418.0,1,28.0,0,79.2,83.8,False,0.3,0.8,84.4,False
LET-2025-00472,Approval,False,0.0,2,31.5,1,69.3,84.1,False,0.3,0.0,80.0,False
LET-2025-00473,Approval,True,303.5,3,26.2,1,71.9,79.8,False,0.7,0.6,80.6,False
LET-2025-00474,Approval,False,0.0,2,26.8,1,73.1,78.4,False,0.6,0.0,77.6,False
LET-2025-00475,RFI,False,0.0,2,33.8,1,63.7,82.1,False,0.3,0.0,81.5,False
LET-2025-00476,Approval,True,235.6,2,20.9,1,69.9,81.1,False,0.5,0.7,85.0,False
LET-2025-00477,Denial,True,461.7,2,31.3,1,74.5,81.9,False,0.5,0.7,79.2,False
LET-2025-00478,Approval,True,256.3,2,14.4,1,72.6,83.9,False,0.2,0.6,87.6,False
LET-2025-00479,Denial,True,537.0,2,28.1,1,68.2,79.4,False,0.6,0.7,78.6,False
LET-2025-00480,Denial,False,0.0,3,41.8,1,60.5,79.6,False,0.6,0.0,73.6,False
LET-2025-00481,Approval,True,302.1,2,26.8,1,68.6,76.4,False,0.8,0.7,78.8,False
LET-2025-00482,Denial,True,379.3,3,22.9,1,76.6,84.8,False,0.1,0.8,80.6,False
LET-2025-00483,Approval,True,294.1,4,29.2,0,67.6,81.5,False,0.7,0.7,76.8,False
LET-2025-00484,Approval,True,235.3,1,19.0,1,67.5,83.8,True,0.2,0.6,77.0,True
LET-2025-00485,Denial,False,0.0,0,32.6,1,71.5,84.7,False,0.1,0.0,85.8,True
LET-2025-00486,Status Update,False,0.0,2,16.9,1,65.0,81.9,False,0.3,0.0,81.9,False
LET-2025-00487,Approval,False,0.0,1,20.0,1,67.8,85.2,False,0.0,0.0,88.0,True
LET-2025-00488,Denial,False,0.0,3,31.9,0,69.0,84.7,False,0.0,0.0,77.7,False
LET-2025-00489,Denial,False,0.0,1,34.9,1,61.8,83.1,False,0.4,0.0,81.2,True
LET-2025-00490,RFI,True,434.6,2,33.7,1,65.9,79.9,False,0.5,0.6,80.6,False
LET-2025-00491,Denial,True,388.8,2,22.0,1,77.2,84.1,False,0.2,0.9,83.6,False
LET-2025-00492,Status Update,True,201.3,1,23.1,0,64.9,77.9,False,0.9,0.5,76.7,False
LET-2025-00493,Denial,False,0.0,3,35.8,0,69.5,84.4,False,0.2,0.0,80.9,False
LET-2025-00494,Approval,False,0.0,3,32.9,1,65.0,79.1,False,0.6,0.0,79.0,False
LET-2025-00495,RFI,False,0.0,3,31.9,1,67.5,85.0,False,0.3,0.0,87.4,False
LET-2025-00496,Status Update,True,197.5,1,13.3,1,74.9,85.0,False,0.2,0.8,86.4,True
LET-2025-00497,Status Update,False,0.0,1,15.3,1,77.5,83.0,False,0.2,0.0,89.6,True
LET-2025-00498,Approval,False,0.0,4,26.9,1,68.1,81.8,False,0.3,0.0,81.9,False
LET-2025-00499,Denial,True,426.4,4,38.1,0,63.9,78.8,False,0.8,0.6,73.9,False
LET-2025-00500,Approval,False,0.0,0,23.7,1,69.8,85.8,False,0.1,0.0,90.9,True
LET-2025-00501,Approval,False,0.0,3,25.8,0,85.1,83.7,False,0.2,0.0,83.1,False
LET-2025-00502,RFI,True,406.8,1,31.2,1,66.5,80.6,False,0.5,0.7,75.7,True
LET-2025-00503,Denial,True,428.6,2,28.2,1,62.2,83.0,False,0.4,0.7,81.5,False
LET-2025-00504,RFI,True,283.4,4,24.3,0,66.2,84.4,False,0.1,0.7,81.9,False
LET-2025-00505,Approval,True,337.6,0,14.4,0,65.6,84.5,False,0.3,0.6,90.1,False
LET-2025-00506,RFI,True,415.5,3,37.6,1,74.9,81.2,False,0.6,0.7,80.9,False
LET-2025-00507,Denial,True,531.1,5,44.3,1,67.1,77.2,False,0.8,0.8,74.0,False
LET-2025-00508,RFI,True,433.2,1,25.8,1,75.1,84.3,False,0.4,0.7,84.3,True
LET-2025-00509,Status Update,True,252.5,1,16.0,0,59.6,81.4,False,0.6,0.5,81.5,False
LET-2025-00510,Status Update,False,0.0,0,18.6,1,69.8,80.7,False,0.5,0.0,83.4,True
LET-2025-00511,Approval,True,327.4,4,26.2,1,74.9,81.8,False,0.4,0.7,80.7,False
LET-2025-00512,Approval,False,0.0,2,26.5,0,67.5,81.6,False,0.4,0.0,81.7,False
LET-2025-00513,Approval,False,0.0,1,23.1,1,67.2,84.5,False,0.3,0.0,87.6,True
LET-2025-00514,Approval,True,328.3,1,17.9,1,64.1,82.9,False,0.2,0.8,79.9,True
LET-2025-00515,Denial,True,428.9,4,31.1,1,71.4,79.6,False,0.6,0.6,73.8,False
LET-2025-00516,Approval,True,374.5,3,27.6,1,71.9,80.0,False,0.7,0.6,78.2,False
LET-2025-00517,Approval,True,264.0,0,17.7,1,70.3,82.9,True,0.3,0.8,79.4,True
LET-2025-00518,Approval,True,289.0,0,23.9,1,66.2,80.9,False,0.4,0.7,82.9,True
LET-2025-00519,Approval,False,0.0,1,24.2,1,72.9,82.6,False,0.4,0.0,81.2,True
LET-2025-00520,Status Update,False,0.0,4,30.7,1,64.5,80.6,True,0.5,0.0,69.0,False
LET-2025-00521,Denial,True,510.1,2,29.3,0,68.6,80.4,False,0.7,0.4,76.6,False
LET-2025-00522,Approval,True,298.1,2,21.3,1,66.9,82.9,False,0.3,0.8,85.5,False
LET-2025-00523,RFI,True,362.3,1,30.5,1,72.7,81.3,False,0.6,0.7,78.4,True
LET-2025-00524,RFI,False,0.0,2,38.1,1,69.6,81.7,False,0.4,0.0,75.9,False
LET-2025-00525,Denial,True,423.9,4,31.5,0,78.5,84.2,False,0.2,0.7,78.2,False
LET-2025-00526,RFI,False,0.0,2,31.4,1,57.7,84.1,False,0.1,0.0,81.0,False
LET-2025-00527,Approval,True,230.0,2,21.2,1,80.2,84.1,False,0.3,0.7,84.7,False
LET-2025-00528,Denial,True,366.8,0,28.6,1,65.5,83.6,False,0.3,0.7,84.4,True
LET-2025-00529,Denial,True,429.6,0,26.3,1,71.1,84.6,False,0.3,0.7,79.0,True
LET-2025-00530,Status Update,True,182.8,2,19.1,1,71.0,84.9,False,0.2,0.8,82.9,False
LET-2025-00531,Approval,True,250.0,2,27.9,1,64.8,78.2,True,0.8,0.5,70.3,False
LET-2025-00532,Denial,False,0.0,4,41.8,1,68.6,78.3,False,0.6,0.0,76.9,False
LET-2025-00533,Approval,True,298.2,2,21.7,1,70.9,79.7,False,0.5,0.6,74.1,False
LET-2025-00534,Status Update,False,0.0,0,24.4,1,72.1,79.0,False,0.7,0.0,79.7,True
LET-2025-00535,RFI,False,0.0,2,39.9,1,73.3,78.8,False,0.6,0.0,72.0,False
LET-2025-00536,Approval,True,258.2,1,13.6,1,74.7,84.0,False,0.2,0.7,82.6,True
LET-2025-00537,RFI,True,381.8,4,24.5,1,65.5,84.5,False,0.4,0.7,81.1,False
LET-2025-00538,Denial,False,0.0,2,40.2,0,68.0,82.5,False,0.3,0.0,79.3,False
